id,iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
682,BLZ,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,589000,tonnes,annual,10:10.1,47:29.8
683,BLZ,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,589000,tonnes,annual,10:10.1,47:29.8
684,BLZ,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,589000,tonnes,annual,10:10.1,47:29.8
685,TGO,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,514000,tonnes,annual,10:10.1,47:36.1
686,TGO,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,514000,tonnes,annual,10:10.1,47:36.1
687,TGO,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,514000,tonnes,annual,10:10.1,47:36.1
688,LUX,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,484000,tonnes,annual,10:10.1,47:33.2
689,LUX,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,484000,tonnes,annual,10:10.1,47:33.2
690,LUX,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,484000,tonnes,annual,10:10.1,47:33.2
691,RWA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,472000,tonnes,annual,10:10.1,47:35.3
692,RWA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,472000,tonnes,annual,10:10.1,47:35.3
693,RWA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,472000,tonnes,annual,10:10.1,47:35.3
694,GUF,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,437000,tonnes,annual,10:10.1,47:31.9
695,GUF,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,437000,tonnes,annual,10:10.1,47:31.9
696,GUF,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,437000,tonnes,annual,10:10.1,47:31.9
697,GUF,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,427000,tonnes,annual,10:10.1,47:31.9
698,GUF,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,427000,tonnes,annual,10:10.1,47:31.9
699,GUF,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,427000,tonnes,annual,10:10.1,47:31.9
700,GUF,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,426000,tonnes,annual,10:10.1,47:31.9
701,GUF,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,426000,tonnes,annual,10:10.1,47:31.9
702,GUF,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,426000,tonnes,annual,10:10.1,47:31.9
703,MYT,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,424000,tonnes,annual,10:10.1,47:34.2
704,MYT,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,424000,tonnes,annual,10:10.1,47:34.2
705,MYT,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,424000,tonnes,annual,10:10.1,47:34.2
706,MYT,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,424000,tonnes,annual,10:10.1,47:34.2
707,MYT,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,424000,tonnes,annual,10:10.1,47:34.2
708,MYT,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,424000,tonnes,annual,10:10.1,47:34.2
709,MYT,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,423000,tonnes,annual,10:10.1,47:34.2
710,MYT,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,423000,tonnes,annual,10:10.1,47:34.2
711,MYT,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,423000,tonnes,annual,10:10.1,47:34.2
712,MYT,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,423000,tonnes,annual,10:10.1,47:34.2
713,MYT,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,423000,tonnes,annual,10:10.1,47:34.2
714,MYT,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,423000,tonnes,annual,10:10.1,47:34.2
715,MYT,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,423000,tonnes,annual,10:10.1,47:34.2
716,MYT,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,423000,tonnes,annual,10:10.1,47:34.2
717,MYT,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,423000,tonnes,annual,10:10.1,47:34.2
718,MYT,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,423000,tonnes,annual,10:10.1,47:34.2
719,MYT,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,423000,tonnes,annual,10:10.1,47:34.2
720,MYT,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,423000,tonnes,annual,10:10.1,47:34.2
721,RWA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,423000,tonnes,annual,10:10.1,47:35.3
722,RWA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,423000,tonnes,annual,10:10.1,47:35.3
723,RWA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,423000,tonnes,annual,10:10.1,47:35.3
724,TGO,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,415000,tonnes,annual,10:10.1,47:36.1
725,TGO,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,415000,tonnes,annual,10:10.1,47:36.1
726,TGO,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,415000,tonnes,annual,10:10.1,47:36.1
727,TGO,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,405000,tonnes,annual,10:10.1,47:36.1
728,TGO,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,405000,tonnes,annual,10:10.1,47:36.1
729,TGO,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,405000,tonnes,annual,10:10.1,47:36.1
730,GUF,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,384000,tonnes,annual,10:10.1,47:31.9
731,GUF,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,384000,tonnes,annual,10:10.1,47:31.9
732,GUF,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,384000,tonnes,annual,10:10.1,47:31.9
733,RWA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,379000,tonnes,annual,10:10.1,47:35.3
734,RWA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,379000,tonnes,annual,10:10.1,47:35.3
735,RWA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,379000,tonnes,annual,10:10.1,47:35.3
736,ERI,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,372000,tonnes,annual,10:10.1,47:30.9
737,ERI,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,372000,tonnes,annual,10:10.1,47:30.9
738,ERI,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,372000,tonnes,annual,10:10.1,47:30.9
739,ERI,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,362000,tonnes,annual,10:10.1,47:30.9
740,ERI,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,362000,tonnes,annual,10:10.1,47:30.9
741,ERI,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,362000,tonnes,annual,10:10.1,47:30.9
742,ERI,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,361000,tonnes,annual,10:10.1,47:30.9
743,ERI,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,361000,tonnes,annual,10:10.1,47:30.9
744,ERI,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,361000,tonnes,annual,10:10.1,47:30.9
745,GUF,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,352000,tonnes,annual,10:10.1,47:31.9
746,GUF,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,352000,tonnes,annual,10:10.1,47:31.9
747,GUF,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,352000,tonnes,annual,10:10.1,47:31.9
748,RWA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,348000,tonnes,annual,10:10.1,47:35.3
749,RWA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,348000,tonnes,annual,10:10.1,47:35.3
750,RWA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,348000,tonnes,annual,10:10.1,47:35.3
751,ERI,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,346000,tonnes,annual,10:10.1,47:30.9
752,ERI,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,346000,tonnes,annual,10:10.1,47:30.9
753,ERI,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,346000,tonnes,annual,10:10.1,47:30.9
754,TGO,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,333000,tonnes,annual,10:10.1,47:36.1
755,TGO,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,333000,tonnes,annual,10:10.1,47:36.1
756,TGO,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,333000,tonnes,annual,10:10.1,47:36.1
757,CPV,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,321000,tonnes,annual,10:10.1,47:30.4
758,CPV,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,321000,tonnes,annual,10:10.1,47:30.4
759,CPV,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,321000,tonnes,annual,10:10.1,47:30.4
760,CPV,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,320000,tonnes,annual,10:10.1,47:30.4
761,CPV,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,320000,tonnes,annual,10:10.1,47:30.4
762,CPV,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,320000,tonnes,annual,10:10.1,47:30.4
763,COM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,319000,tonnes,annual,10:10.1,47:30.4
764,COM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,319000,tonnes,annual,10:10.1,47:30.4
765,COM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,319000,tonnes,annual,10:10.1,47:30.4
766,LBR,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,319000,tonnes,annual,10:10.1,47:33.0
767,LBR,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,319000,tonnes,annual,10:10.1,47:33.0
768,LBR,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,319000,tonnes,annual,10:10.1,47:33.0
769,LCA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,318000,tonnes,annual,10:10.1,47:33.1
770,LCA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,318000,tonnes,annual,10:10.1,47:33.1
771,LCA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,318000,tonnes,annual,10:10.1,47:33.1
772,LCA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,318000,tonnes,annual,10:10.1,47:33.1
773,LCA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,318000,tonnes,annual,10:10.1,47:33.1
774,LCA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,318000,tonnes,annual,10:10.1,47:33.1
775,MAF,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,313000,tonnes,annual,10:10.1,47:33.3
776,MAF,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,313000,tonnes,annual,10:10.1,47:33.3
777,MAF,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,313000,tonnes,annual,10:10.1,47:33.3
778,MAF,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,313000,tonnes,annual,10:10.1,47:33.3
779,MAF,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,313000,tonnes,annual,10:10.1,47:33.3
780,MAF,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,313000,tonnes,annual,10:10.1,47:33.3
781,LBR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,313000,tonnes,annual,10:10.1,48:08.6
782,LBR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,313000,tonnes,annual,10:10.1,48:08.6
783,LBR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,313000,tonnes,annual,10:10.1,48:08.6
784,MAF,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,312000,tonnes,annual,10:10.1,47:33.3
785,MAF,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,312000,tonnes,annual,10:10.1,47:33.3
786,MAF,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,312000,tonnes,annual,10:10.1,47:33.3
787,MAF,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,312000,tonnes,annual,10:10.1,47:33.3
788,MAF,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,312000,tonnes,annual,10:10.1,47:33.3
789,MAF,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,312000,tonnes,annual,10:10.1,47:33.3
790,MAF,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,312000,tonnes,annual,10:10.1,47:33.3
791,MAF,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,312000,tonnes,annual,10:10.1,47:33.3
792,MAF,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,312000,tonnes,annual,10:10.1,47:33.3
793,CPV,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,311000,tonnes,annual,10:10.1,47:30.4
794,CPV,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,311000,tonnes,annual,10:10.1,47:30.4
795,CPV,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,311000,tonnes,annual,10:10.1,47:30.4
796,CPV,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,311000,tonnes,annual,10:10.1,47:30.5
797,CPV,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,311000,tonnes,annual,10:10.1,47:30.5
798,CPV,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,311000,tonnes,annual,10:10.1,47:30.5
799,BLZ,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,310000,tonnes,annual,10:10.1,47:29.7
800,BLZ,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,310000,tonnes,annual,10:10.1,47:29.7
801,BLZ,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,310000,tonnes,annual,10:10.1,47:29.7
802,LCA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,310000,tonnes,annual,10:10.1,
803,LCA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,310000,tonnes,annual,10:10.1,
804,LCA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,310000,tonnes,annual,10:10.1,
805,LUX,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,310000,tonnes,annual,10:10.1,47:33.2
806,LUX,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,310000,tonnes,annual,10:10.1,47:33.2
807,LUX,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,310000,tonnes,annual,10:10.1,47:33.2
808,BLZ,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,309000,tonnes,annual,10:10.1,47:29.7
809,BLZ,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,309000,tonnes,annual,10:10.1,47:29.7
810,BLZ,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,309000,tonnes,annual,10:10.1,47:29.7
811,RWA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,304000,tonnes,annual,10:10.1,47:35.3
812,RWA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,304000,tonnes,annual,10:10.1,47:35.3
813,RWA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,304000,tonnes,annual,10:10.1,47:35.3
814,LCA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,302000,tonnes,annual,10:10.1,47:33.0
815,LCA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,302000,tonnes,annual,10:10.1,47:33.0
816,LCA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,302000,tonnes,annual,10:10.1,47:33.0
817,GUF,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,300000,tonnes,annual,10:10.1,47:31.9
818,GUF,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,300000,tonnes,annual,10:10.1,47:31.9
819,GUF,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,300000,tonnes,annual,10:10.1,47:31.9
820,LUX,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,296000,tonnes,annual,10:10.1,47:33.2
821,LUX,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,296000,tonnes,annual,10:10.1,47:33.2
822,LUX,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,296000,tonnes,annual,10:10.1,47:33.2
823,LCA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,293000,tonnes,annual,10:10.1,47:33.1
824,LCA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,293000,tonnes,annual,10:10.1,47:33.1
825,LCA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,293000,tonnes,annual,10:10.1,47:33.1
826,ERI,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,291000,tonnes,annual,10:10.1,47:30.9
827,ERI,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,291000,tonnes,annual,10:10.1,47:30.9
828,ERI,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,291000,tonnes,annual,10:10.1,47:30.9
829,TGO,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,291000,tonnes,annual,10:10.1,47:36.1
830,TGO,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,291000,tonnes,annual,10:10.1,47:36.1
831,TGO,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,291000,tonnes,annual,10:10.1,47:36.1
832,LUX,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,290000,tonnes,annual,10:10.1,47:33.2
833,LUX,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,290000,tonnes,annual,10:10.1,47:33.2
834,LUX,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,290000,tonnes,annual,10:10.1,47:33.2
835,LUX,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,288000,tonnes,annual,10:10.1,47:33.2
836,LUX,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,288000,tonnes,annual,10:10.1,47:33.2
837,LUX,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,288000,tonnes,annual,10:10.1,47:33.2
838,LUX,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,286000,tonnes,annual,10:10.1,47:33.2
839,CPV,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,286000,tonnes,annual,10:10.1,
840,CPV,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,286000,tonnes,annual,10:10.1,
841,CPV,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,286000,tonnes,annual,10:10.1,
842,LCA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,286000,tonnes,annual,10:10.1,47:33.1
843,LCA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,286000,tonnes,annual,10:10.1,47:33.1
844,LCA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,286000,tonnes,annual,10:10.1,47:33.1
845,LUX,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,286000,tonnes,annual,10:10.1,47:33.2
846,LUX,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,286000,tonnes,annual,10:10.1,47:33.2
847,SOM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,286000,tonnes,annual,10:10.1,47:35.6
848,SOM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,286000,tonnes,annual,10:10.1,47:35.6
849,SOM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,286000,tonnes,annual,10:10.1,47:35.6
850,ERI,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,284000,tonnes,annual,10:10.1,47:30.9
851,ERI,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,284000,tonnes,annual,10:10.1,47:30.9
852,ERI,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,284000,tonnes,annual,10:10.1,47:30.9
853,LBR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,283000,tonnes,annual,10:10.1,48:08.6
854,LBR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,283000,tonnes,annual,10:10.1,48:08.6
855,LBR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,283000,tonnes,annual,10:10.1,48:08.6
856,ATG,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,279000,tonnes,annual,10:10.1,47:29.2
857,ATG,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,279000,tonnes,annual,10:10.1,47:29.2
858,ATG,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,279000,tonnes,annual,10:10.1,47:29.2
859,SOM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,279000,tonnes,annual,10:10.1,47:35.6
860,SOM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,279000,tonnes,annual,10:10.1,47:35.6
861,SOM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,279000,tonnes,annual,10:10.1,47:35.6
862,SOM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,279000,tonnes,annual,10:10.1,47:35.6
863,SOM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,279000,tonnes,annual,10:10.1,47:35.6
864,SOM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,279000,tonnes,annual,10:10.1,47:35.6
865,SOM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,278000,tonnes,annual,10:10.1,
866,SOM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,278000,tonnes,annual,10:10.1,
867,SOM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,278000,tonnes,annual,10:10.1,
868,SOM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,278000,tonnes,annual,10:10.1,
869,SOM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,278000,tonnes,annual,10:10.1,
870,SOM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,278000,tonnes,annual,10:10.1,
871,SOM,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,278000,tonnes,annual,10:10.1,
872,SOM,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,278000,tonnes,annual,10:10.1,
873,SOM,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,278000,tonnes,annual,10:10.1,
874,ATG,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,273000,tonnes,annual,10:10.1,47:29.2
875,ATG,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,273000,tonnes,annual,10:10.1,47:29.2
876,ATG,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,273000,tonnes,annual,10:10.1,47:29.2
877,ATG,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,273000,tonnes,annual,10:10.1,47:29.2
878,ATG,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,273000,tonnes,annual,10:10.1,47:29.2
879,ATG,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,273000,tonnes,annual,10:10.1,47:29.2
880,ATG,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,273000,tonnes,annual,10:10.1,
881,ATG,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,273000,tonnes,annual,10:10.1,
882,ATG,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,273000,tonnes,annual,10:10.1,
883,ATG,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,272000,tonnes,annual,10:10.1,47:29.2
884,ATG,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,272000,tonnes,annual,10:10.1,47:29.2
885,ATG,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,272000,tonnes,annual,10:10.1,47:29.2
886,ATG,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,271000,tonnes,annual,10:10.1,47:29.2
887,ATG,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,271000,tonnes,annual,10:10.1,47:29.2
888,ATG,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,271000,tonnes,annual,10:10.1,47:29.2
889,LBR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,269000,tonnes,annual,10:10.1,48:08.6
890,LBR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,269000,tonnes,annual,10:10.1,48:08.6
891,LBR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,269000,tonnes,annual,10:10.1,48:08.6
892,CPV,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,267000,tonnes,annual,10:10.1,47:30.4
893,CPV,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,267000,tonnes,annual,10:10.1,47:30.4
894,CPV,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,267000,tonnes,annual,10:10.1,47:30.4
895,LBR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,263000,tonnes,annual,10:10.1,48:08.6
896,LBR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,263000,tonnes,annual,10:10.1,48:08.6
897,LBR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,263000,tonnes,annual,10:10.1,48:08.6
898,GMB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,261000,tonnes,annual,10:10.1,47:31.7
899,GMB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,261000,tonnes,annual,10:10.1,47:31.7
900,GMB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,261000,tonnes,annual,10:10.1,47:31.7
901,GMB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,255000,tonnes,annual,10:10.1,47:31.7
902,GMB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,255000,tonnes,annual,10:10.1,47:31.7
903,GMB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,255000,tonnes,annual,10:10.1,47:31.7
904,GMB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,254000,tonnes,annual,10:10.1,47:31.7
905,GMB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,254000,tonnes,annual,10:10.1,47:31.7
