id,iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
919.0,LBR,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,244000,tonnes,annual,10:10.1,47:33.0
920.0,LBR,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,244000,tonnes,annual,10:10.1,47:33.0
921.0,LBR,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,244000,tonnes,annual,10:10.1,47:33.0
922.0,TCD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,243000,tonnes,annual,10:10.1,47:36.1
923.0,TCD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,243000,tonnes,annual,10:10.1,47:36.1
924.0,TCD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,243000,tonnes,annual,10:10.1,47:36.1
925.0,GMB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,237000,tonnes,annual,10:10.1,47:31.6
926.0,TCD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,237000,tonnes,annual,10:10.1,47:36.1
927.0,GMB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,237000,tonnes,annual,10:10.1,47:31.6
928.0,GMB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,237000,tonnes,annual,10:10.1,47:31.6
929.0,TCD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,237000,tonnes,annual,10:10.1,47:36.1
930.0,TCD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,237000,tonnes,annual,10:10.1,47:36.1
931.0,TCD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,236000,tonnes,annual,10:10.1,47:36.1
932.0,TCD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,236000,tonnes,annual,10:10.1,47:36.1
933.0,TCD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,236000,tonnes,annual,10:10.1,47:36.1
934.0,TCD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,236000,tonnes,annual,10:10.1,47:36.1
935.0,TCD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,236000,tonnes,annual,10:10.1,47:36.1
936.0,TCD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,236000,tonnes,annual,10:10.1,47:36.1
937.0,RWA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,233000,tonnes,annual,10:10.1,47:35.3
938.0,RWA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,233000,tonnes,annual,10:10.1,47:35.3
939.0,RWA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,233000,tonnes,annual,10:10.1,47:35.3
940.0,TCD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,229000,tonnes,annual,10:10.1,47:36.1
941.0,TCD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,229000,tonnes,annual,10:10.1,47:36.1
942.0,TCD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,229000,tonnes,annual,10:10.1,47:36.1
943.0,TCD,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,227000,tonnes,annual,10:10.1,47:36.0
944.0,TCD,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,227000,tonnes,annual,10:10.1,47:36.0
945.0,TCD,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,227000,tonnes,annual,10:10.1,47:36.0
946.0,MWI,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,227000,tonnes,annual,10:10.1,47:34.1
947.0,MWI,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,227000,tonnes,annual,10:10.1,47:34.1
948.0,MWI,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,227000,tonnes,annual,10:10.1,47:34.1
949.0,BEN,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,220000,tonnes,annual,10:10.1,47:29.4
950.0,BEN,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,220000,tonnes,annual,10:10.1,47:29.4
951.0,BEN,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,220000,tonnes,annual,10:10.1,47:29.4
952.0,BEN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,219000,tonnes,annual,10:10.1,47:29.4
953.0,BEN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,219000,tonnes,annual,10:10.1,47:29.4
954.0,BEN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,219000,tonnes,annual,10:10.1,47:29.4
955.0,MAF,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,215000,tonnes,annual,10:10.1,47:33.3
956.0,MAF,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,215000,tonnes,annual,10:10.1,47:33.3
957.0,MAF,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,215000,tonnes,annual,10:10.1,47:33.3
958.0,TGO,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,211000,tonnes,annual,10:10.1,47:36.1
959.0,TGO,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,211000,tonnes,annual,10:10.1,47:36.1
960.0,TGO,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,211000,tonnes,annual,10:10.1,47:36.1
961.0,TCA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,208000,tonnes,annual,10:10.1,47:36.0
962.0,TCA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,208000,tonnes,annual,10:10.1,47:36.0
963.0,TCA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,208000,tonnes,annual,10:10.1,47:36.0
964.0,TCA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,203000,tonnes,annual,10:10.1,47:36.0
965.0,TCA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,203000,tonnes,annual,10:10.1,47:36.0
966.0,TCA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,203000,tonnes,annual,10:10.1,47:36.0
967.0,TCA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,202000,tonnes,annual,10:10.1,47:36.0
968.0,TCA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,202000,tonnes,annual,10:10.1,47:36.0
969.0,TCA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,202000,tonnes,annual,10:10.1,47:36.0
970.0,MWI,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,200000,tonnes,annual,10:10.1,47:34.1
971.0,MWI,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,200000,tonnes,annual,10:10.1,47:34.1
972.0,MWI,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,200000,tonnes,annual,10:10.1,47:34.1
973.0,FRO,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,199000,tonnes,annual,10:10.1,47:31.4
974.0,FRO,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,199000,tonnes,annual,10:10.1,47:31.4
975.0,FRO,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,199000,tonnes,annual,10:10.1,47:31.4
976.0,MWI,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,196000,tonnes,annual,10:10.1,47:34.1
977.0,MWI,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,196000,tonnes,annual,10:10.1,47:34.1
978.0,MWI,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,196000,tonnes,annual,10:10.1,47:34.1
979.0,TCA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,194000,tonnes,annual,10:10.1,47:36.0
980.0,TCA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,194000,tonnes,annual,10:10.1,47:36.0
981.0,TCA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,194000,tonnes,annual,10:10.1,47:36.0
982.0,CRI,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,192000,tonnes,annual,10:10.1,47:30.5
983.0,CRI,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,192000,tonnes,annual,10:10.1,47:30.5
984.0,CRI,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,192000,tonnes,annual,10:10.1,47:30.5
985.0,TCA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,191000,tonnes,annual,10:10.1,47:36.0
986.0,TCA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,191000,tonnes,annual,10:10.1,47:36.0
987.0,TCA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,191000,tonnes,annual,10:10.1,47:36.0
988.0,MWI,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,189000,tonnes,annual,10:10.1,47:34.1
989.0,MWI,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,189000,tonnes,annual,10:10.1,47:34.1
990.0,MWI,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,189000,tonnes,annual,10:10.1,47:34.1
991.0,CRI,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,186000,tonnes,annual,10:10.1,47:30.5
992.0,CRI,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,186000,tonnes,annual,10:10.1,47:30.5
993.0,CRI,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,186000,tonnes,annual,10:10.1,47:30.5
994.0,TCA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,186000,tonnes,annual,10:10.1,47:36.0
995.0,TCA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,186000,tonnes,annual,10:10.1,47:36.0
996.0,TCA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,186000,tonnes,annual,10:10.1,47:36.0
997.0,FRO,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,184000,tonnes,annual,10:10.1,47:31.4
998.0,FRO,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,184000,tonnes,annual,10:10.1,47:31.4
999.0,FRO,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,184000,tonnes,annual,10:10.1,47:31.4
1000.0,GRD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,179000,tonnes,annual,10:10.1,
1001.0,GRD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,179000,tonnes,annual,10:10.1,
1002.0,GRD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,179000,tonnes,annual,10:10.1,
1003.0,BEN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,178000,tonnes,annual,10:10.1,47:29.4
1004.0,BEN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,178000,tonnes,annual,10:10.1,47:29.4
1005.0,BEN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,178000,tonnes,annual,10:10.1,47:29.4
1006.0,GRD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,178000,tonnes,annual,10:10.1,47:31.8
1007.0,GRD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,178000,tonnes,annual,10:10.1,47:31.8
1008.0,GRD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,178000,tonnes,annual,10:10.1,47:31.8
1009.0,GRD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,176000,tonnes,annual,10:10.1,47:31.8
1010.0,GRD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,176000,tonnes,annual,10:10.1,47:31.8
1011.0,GRD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,176000,tonnes,annual,10:10.1,47:31.8
1012.0,KNA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,176000,tonnes,annual,10:10.1,47:32.8
1013.0,KNA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,176000,tonnes,annual,10:10.1,47:32.8
1014.0,KNA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,176000,tonnes,annual,10:10.1,47:32.8
1015.0,KNA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,176000,tonnes,annual,10:10.1,47:32.8
1016.0,KNA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,176000,tonnes,annual,10:10.1,47:32.8
1017.0,KNA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,176000,tonnes,annual,10:10.1,47:32.8
1018.0,KNA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,176000,tonnes,annual,10:10.1,47:32.8
1019.0,KNA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,176000,tonnes,annual,10:10.1,47:32.8
1020.0,KNA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,176000,tonnes,annual,10:10.1,47:32.8
1021.0,GRD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,173000,tonnes,annual,10:10.1,47:31.8
1022.0,GRD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,173000,tonnes,annual,10:10.1,47:31.8
1023.0,GRD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,173000,tonnes,annual,10:10.1,47:31.8
1024.0,KNA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,172000,tonnes,annual,10:10.1,47:32.8
1025.0,KNA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,172000,tonnes,annual,10:10.1,47:32.8
1026.0,KNA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,172000,tonnes,annual,10:10.1,47:32.8
1027.0,KNA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,171000,tonnes,annual,10:10.1,47:32.8
1028.0,KNA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,171000,tonnes,annual,10:10.1,47:32.8
1029.0,GRD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,171000,tonnes,annual,10:10.1,
1030.0,GRD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,171000,tonnes,annual,10:10.1,
1031.0,GRD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,171000,tonnes,annual,10:10.1,
1032.0,KNA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,171000,tonnes,annual,10:10.1,47:32.8
1033.0,AFG,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,168000,tonnes,annual,10:10.1,47:27.5
1034.0,AFG,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,168000,tonnes,annual,10:10.1,47:27.5
1035.0,AFG,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,168000,tonnes,annual,10:10.1,47:27.5
1036.0,VGB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,168000,tonnes,annual,10:10.1,47:36.8
1037.0,VGB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,168000,tonnes,annual,10:10.1,47:36.8
1038.0,VGB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,168000,tonnes,annual,10:10.1,47:36.8
1039.0,VGB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,167000,tonnes,annual,10:10.1,47:36.7
1040.0,VGB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,167000,tonnes,annual,10:10.1,47:36.7
1041.0,VGB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,167000,tonnes,annual,10:10.1,47:36.7
1048.0,GRD,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,162000,tonnes,annual,10:10.1,47:31.8
1049.0,GRD,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,162000,tonnes,annual,10:10.1,47:31.8
1050.0,GRD,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,162000,tonnes,annual,10:10.1,47:31.8
1051.0,KNA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,161000,tonnes,annual,10:10.1,47:32.8
1052.0,KNA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,161000,tonnes,annual,10:10.1,47:32.8
1053.0,KNA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,161000,tonnes,annual,10:10.1,47:32.8
1054.0,GIB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,160000,tonnes,annual,10:10.1,
1055.0,GIB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,160000,tonnes,annual,10:10.1,
1056.0,GIB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,160000,tonnes,annual,10:10.1,
1057.0,BEN,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,157000,tonnes,annual,10:10.1,47:29.4
1058.0,BEN,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,157000,tonnes,annual,10:10.1,47:29.4
1059.0,BEN,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,157000,tonnes,annual,10:10.1,47:29.4
1063.0,GIB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,154000,tonnes,annual,10:10.1,47:31.6
1064.0,GIB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,154000,tonnes,annual,10:10.1,47:31.6
1065.0,GIB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,154000,tonnes,annual,10:10.1,47:31.6
1066.0,GIB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,153000,tonnes,annual,10:10.1,47:31.5
1067.0,GIB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,153000,tonnes,annual,10:10.1,47:31.5
1068.0,GIB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,153000,tonnes,annual,10:10.1,47:31.5
1069.0,AFG,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,152000,tonnes,annual,10:10.1,47:27.5
1070.0,AFG,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,152000,tonnes,annual,10:10.1,47:27.5
1071.0,AFG,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,152000,tonnes,annual,10:10.1,47:27.5
1072.0,GIB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,152000,tonnes,annual,10:10.1,47:31.6
1073.0,GIB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,152000,tonnes,annual,10:10.1,47:31.6
1074.0,GIB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,152000,tonnes,annual,10:10.1,47:31.6
1075.0,AFG,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,149000,tonnes,annual,10:10.1,47:27.5
1076.0,AFG,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,149000,tonnes,annual,10:10.1,47:27.5
1077.0,AFG,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,149000,tonnes,annual,10:10.1,47:27.5
1078.0,MHL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,146000,tonnes,annual,10:10.1,47:33.6
1079.0,MHL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,146000,tonnes,annual,10:10.1,47:33.6
1080.0,MHL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,146000,tonnes,annual,10:10.1,47:33.6
1081.0,MHL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,146000,tonnes,annual,10:10.1,47:33.6
1082.0,MHL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,146000,tonnes,annual,10:10.1,47:33.6
1083.0,MHL,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,146000,tonnes,annual,10:10.1,47:33.6
1084.0,MHL,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,146000,tonnes,annual,10:10.1,47:33.6
1085.0,MHL,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,146000,tonnes,annual,10:10.1,47:33.6
1086.0,MHL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,146000,tonnes,annual,10:10.1,47:33.6
1087.0,MHL,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,146000,tonnes,annual,10:10.1,47:33.7
1088.0,MHL,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,146000,tonnes,annual,10:10.1,47:33.7
1089.0,MHL,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,146000,tonnes,annual,10:10.1,47:33.7
1090.0,MHL,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,146000,tonnes,annual,10:10.1,47:33.7
1091.0,MHL,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,146000,tonnes,annual,10:10.1,47:33.7
1092.0,MHL,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,146000,tonnes,annual,10:10.1,47:33.7
1093.0,MHL,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,146000,tonnes,annual,10:10.1,47:33.7
1094.0,MHL,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,146000,tonnes,annual,10:10.1,47:33.7
1095.0,MHL,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,146000,tonnes,annual,10:10.1,47:33.7
1096.0,FSM,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,146000,tonnes,annual,10:10.1,47:31.4
1097.0,FSM,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,146000,tonnes,annual,10:10.1,47:31.4
1098.0,FSM,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,146000,tonnes,annual,10:10.1,47:31.4
1099.0,FSM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,146000,tonnes,annual,10:10.1,47:31.4
1100.0,FSM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,146000,tonnes,annual,10:10.1,47:31.4
1101.0,FSM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,146000,tonnes,annual,10:10.1,47:31.4
1102.0,FRO,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,144000,tonnes,annual,10:10.1,47:31.3
1103.0,FRO,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,144000,tonnes,annual,10:10.1,47:31.3
1104.0,FRO,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,144000,tonnes,annual,10:10.1,47:31.3
1105.0,DJI,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,143000,tonnes,annual,10:10.1,47:30.7
1106.0,DJI,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,143000,tonnes,annual,10:10.1,47:30.7
1107.0,DJI,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,143000,tonnes,annual,10:10.1,47:30.7
1108.0,ASM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,142000,tonnes,annual,10:10.1,47:29.1
1109.0,ASM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,142000,tonnes,annual,10:10.1,47:29.1
1110.0,ASM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,142000,tonnes,annual,10:10.1,47:29.1
1111.0,CRI,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,142000,tonnes,annual,10:10.1,47:30.5
1112.0,CRI,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,142000,tonnes,annual,10:10.1,47:30.5
1113.0,CRI,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,142000,tonnes,annual,10:10.1,47:30.5
1114.0,FSM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,141000,tonnes,annual,10:10.1,47:31.4
1115.0,FSM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,141000,tonnes,annual,10:10.1,47:31.4
1116.0,FSM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,141000,tonnes,annual,10:10.1,47:31.4
1117.0,CRI,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,140000,tonnes,annual,10:10.1,47:30.5
1118.0,CRI,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,140000,tonnes,annual,10:10.1,47:30.5
1119.0,CRI,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,140000,tonnes,annual,10:10.1,47:30.5
1120.0,FSM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,139000,tonnes,annual,10:10.1,47:31.4
1121.0,FSM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,139000,tonnes,annual,10:10.1,47:31.4
1122.0,FSM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,139000,tonnes,annual,10:10.1,47:31.4
1123.0,PLW,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,139000,tonnes,annual,10:10.1,47:34.8
1124.0,PLW,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,139000,tonnes,annual,10:10.1,47:34.8
1125.0,PLW,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,139000,tonnes,annual,10:10.1,47:34.8
1126.0,PLW,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,139000,tonnes,annual,10:10.1,47:34.8
1127.0,PLW,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,139000,tonnes,annual,10:10.1,47:34.8
1128.0,PLW,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,139000,tonnes,annual,10:10.1,47:34.8
1129.0,FSM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,138000,tonnes,annual,10:10.1,47:31.4
1130.0,FSM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,138000,tonnes,annual,10:10.1,47:31.4
1131.0,FSM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,138000,tonnes,annual,10:10.1,47:31.4
1132.0,FSM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,138000,tonnes,annual,10:10.1,47:31.4
1133.0,GIB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,138000,tonnes,annual,10:10.1,47:31.6
1134.0,PLW,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,138000,tonnes,annual,10:10.1,47:34.8
1135.0,PLW,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,138000,tonnes,annual,10:10.1,47:34.8
1136.0,PLW,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,138000,tonnes,annual,10:10.1,47:34.8
1137.0,PLW,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,138000,tonnes,annual,10:10.1,47:34.8
1138.0,PLW,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,138000,tonnes,annual,10:10.1,47:34.8
1139.0,PLW,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,138000,tonnes,annual,10:10.1,47:34.8
1140.0,PLW,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,138000,tonnes,annual,10:10.1,47:34.8
1141.0,PLW,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,138000,tonnes,annual,10:10.1,47:34.8
1142.0,GIB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,138000,tonnes,annual,10:10.1,47:31.6
